title,Drama,Comedy,Horror,Film-Noir,Romance,Western,Adventure,Thriller,Fantasy,IMAX,Documentary,Children,Musical,Action,War,Mystery,Sci-Fi,Animation,Crime
"Four Feathers, The (2002)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Trapped (2002),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8 Women (2002),0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"His Secret Life (a.k.a. Ignorant Fairies, The) (Fate ignoranti, Le) (2001)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Invincible (2001),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesmerist, The (2002)",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Secretary (2002),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirited Away (Sen to Chihiro no kamikakushi) (2001),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"Trials of Henry Kissinger, The (2002)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sweet Home Alabama (2002),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tuxedo, The (2002)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Charly (2002),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crazy as Hell (2002),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just a Kiss (2002),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moonlight Mile (2002),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shanghai Ghetto (2002),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Skins (2002),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wasabi (2001),1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Jonah: A VeggieTales Movie (2002),0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Red Dragon (2002),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Between Strangers (2002),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bloody Sunday (2002),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heaven (2002),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pipe Dream (2002),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Man from Elysian Fields, The (2001)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Welcome to Collinwood (2002),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Flirting (1991),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Godzilla vs. Mothra (Mosura tai Gojira) (1964),0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
Godzilla's Revenge (Gojira-Minira-Gabara: Oru Kaijû Daishingeki) (All Monsters Attack) (1969),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Godzilla, King of the Monsters! (Kaijû-ô Gojira) (1956)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Moderns, The (1988)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Onion Field, The (1979)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Powaqqatsi (1988),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Pride of the Yankees, The (1942)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texasville (1990),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valmont (1989),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernest Goes to Africa (1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernest in the Army (1998),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horror of Dracula (Dracula) (1958),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strange Brew (1983),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Incredible Mr. Limpet, The (1964)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Claire of the Moon (1992),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Django (1966),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Django 2: Django Strikes Again (1987),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fan, The (1981)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Festival in Cannes (2001),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flashback (1990),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hanky Panky (1982),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rocking Horse Winner, The (1950)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seance on a Wet Afternoon (1964),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Shamus (1973),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Wrong Guy, The (1997)",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Below (2002),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown Sugar (2002),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knockaround Guys (2002),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Rules of Attraction, The (2002)",1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tuck Everlasting (2002),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
White Oleander (2002),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bowling for Columbine (2002),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Comedian (2002),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"On Guard (Bossu, Le) (1997)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002),0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
Punch-Drunk Love (2002),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safe Conduct (Laissez-Passer) (2002),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Swept Away (2002),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Young Unknowns, The (2000)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abandon (2002),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Formula 51 (2001),0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"Ring, The (2002)",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Auto Focus (2002),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fidel (2001),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Grey Zone, The (2001)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hansel & Gretel (2002),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Naqoyqatsi (2002),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Real Women Have Curves (2002),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Ark (Russkiy Kovcheg) (2002),1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Take Care of My Cat (Goyangileul butaghae) (2001),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tully (2000),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy Bathgate (1991),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Grave of the Fireflies (Hotaru no haka) (1988),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Jason Goes to Hell: The Final Friday (1993),0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Mechanic, The (1972)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Saturday Night Fever (1977),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staying Alive (1983),1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
To the Devil a Daughter (1976),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Urban Cowboy (1980),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terror Train (1980),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Times Square (1980),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Horn (1980),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pumaman (1980),0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
Up the Academy (1980),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"When Time Ran Out... (Day the World Ended, The) (1980)",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Wholly Moses (1980),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Without Warning (a.k.a. Alien Warning) (a.k.a. It Came Without Warning) (1980),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Xanadu (1980),0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"...All the Marbles (California Dolls, The) (1981)",1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Absence of Malice (1981),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All Night Long (1981),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amateur, The (1981)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Banana Joe (1981),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marianne & Juliane (Die Bleierne Zeit) (1981),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blow Out (1981),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
The Boogens (1981),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buddy Buddy (1981),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Burning, The (1981)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butterfly (1982),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Make Them Die Slowly (Cannibal Ferox) (1981),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carbon Copy (1981),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Chan and the Curse of the Dragon Queen (1981),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Friend Is a Treasure, A (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure) (1981)",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Chosen, The (1981)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goat, The (a.k.a. Knock On Wood) (Chèvre, La) (1981)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Continental Divide (1981),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Creature Wasn't Nice, The (a.k.a. Naked Space) (a.k.a. Spaceship) (1981)",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Man of Iron (Czlowiek z Zelaza) (1981),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead & Buried (1981),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deadly Blessing (1981),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Death Hunt (1981),0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
Endless Love (1981),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enter the Ninja (a.k.a. Ninja I) (1981),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Entity, The (1981)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eye of the Needle (1981),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Eyewitness (Janitor, The) (1981)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Faces of Death 2 (1981),0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Faces of Death (1978),0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Faces of Death 3 (1985),0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Faces of Death 4 (1990),0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Faces of Death 5 (1996),0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Faces of Death 6 (1996),0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Faces of Death: Fact or Fiction? (1999),0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Woman Next Door, The (Femme d'à côté, La) (1981)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
First Monday in October (1981),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fort Apache, the Bronx (1981)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Four Friends (a.k.a. Georgia's Friends) (1981),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Four Seasons, The (1981)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galaxy of Terror (Quest) (1981),0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Gallipoli (1981),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Inquisitor, The (a.k.a. Under Suspicion) (Garde à vue) (1981)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ghost Story (1981),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Going Ape! (1981),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodbye Pork Pie (1981),1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Gregory's Girl (1981),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Who Pulled the Plug? (Göta kanal eller Vem drog ur proppen?) (1981),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hand, The (1981)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Happy Birthday to Me (1981),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Heartbeeps (1981),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
History of Kim Skov (Historien om Kim Skov) (1981),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Horror Planet (a.k.a. Inseminoid) (1981),1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Ladies and Gentlemen, the Fabulous Stains (a.k.a. All Washed Up) (1981)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lady Chatterley's Lover (1981),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Legend of the Lone Ranger, The (1981)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lili Marleen (1981),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lola (1981),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Looker (1981),1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Looney, Looney, Looney Bugs Bunny Movie, The (1981)",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Madman (1981),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teddy Bear (Mis) (1981),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Modern Problems (1981),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Modern Romance (1981),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. 45 (a.k.a. Angel of Vengeance) (1981),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
My Bloody Valentine (1981),1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
My Dinner with André (1981),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbors (1981),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night of the Zombies (a.k.a. Batallion of the Living Dead) (1981),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Night the Lights Went Out in Georgia, The (1981)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Only When I Laugh (1981),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pennies from Heaven (1981),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pieces (Mil gritos tiene la noche) (One Thousand Cries Has the Night) (1982),0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Piranha II: The Spawning (1981),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Polyester (1981),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Private Lessons (1981),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Professional, The (Le professionnel) (1981)",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Derrida (2002),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ghost Ship (2002),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackass: The Movie (2002),0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Paid in Full (2002),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Truth About Charlie, The (2002)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
All or Nothing (2002),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All the Queen's Men (2001),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Food of Love (Manjar de Amor) (2002),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frida (2002),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roger Dodger (2002),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Changer (2002),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Good Work (Beau travail) (1999),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Big Knife, The (1955)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casino Royale (1967),0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Company of Wolves, The (1984)",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Escanaba in da Moonlight (2001),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exodus (1960),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
How to Murder Your Wife (1965),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Russians Are Coming, the Russians Are Coming, The (1966)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"World of Henry Orient, The (1964)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Spy (2002),0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"Santa Clause 2, The (2002)",0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Besotted (2001),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blackboards (Takhté Siah) (2000),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love In the Time of Money (2002),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Weight of Water, The (2000)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Femme Fatale (2002),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8 Mile (2002),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Etoiles: Dancers of the Paris Opera Ballet (Tout Près des étoiles) (2001),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Far from Heaven (2002),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"God is Great, I'm Not (Dieu est grand, je suis toute petite) (2001)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rising Place, The (2002)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Half Past Dead (2002),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Harry Potter and the Chamber of Secrets (2002),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Ararat (2002),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interview with the Assassin (2002),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standing in the Shadows of Motown (2002),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Way Home, The (Jibeuro) (2002)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mutant Action (Acción Mutante) (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Eyes of an Angel (1991),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberty Stands Still (2002),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Life and Death of Colonel Blimp, The (1943)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rio Grande (1950),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Young Americans, The (1993)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blackrock (1997),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Men with Brooms (2002),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mysterious Island (1961),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Soul Assassin (2001),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Left Behind II: Tribulation Force (2002),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dog Soldiers (2002),0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fingers (1978),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good Evening, Mr. Wallenberg (God afton, Herr Wallenberg) (1990)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Houseboat (1958),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legion of the Dead (2001),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madame Bovary (1991),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Father's Glory (La gloire de mon père) (1990),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"My Mother's Castle (Château de ma mère, Le) (1990)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Return to the Blue Lagoon (1991),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Too Beautiful for You (Trop belle pour toi) (1989),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toy Soldiers (1991),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Prowler, The (a.k.a. Rosemary's Killer) (a.k.a. The Graduation) (1981)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pursuit of D.B. Cooper, The (a.k.a. Pursuit) (1981)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Raggedy Man (1981),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ragtime (1981),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rich and Famous (1981),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm Starting From Three (Ricomincio da Tre) (1981),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Road Games (a.k.a. Roadgames) (1981),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rollover (1981),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saturday the 14th (1981),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scanners (1981),0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Sharky's Machine (1981),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Shock Treatment (1981),0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"Do You Remember Dolly Bell? (Sjecas li se, Dolly Bell) (1981)",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
So Fine (1981),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Soupe aux Choux, La (1981)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Comfort (1981),1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Sphinx (1981),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Tales of Ordinary Madness (Storie di Ordinaria Follia) (1981),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Student Bodies (1981),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Take This Job and Shove It (1981),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tarzan, the Ape Man (1981)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tattoo (1981),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
They All Laughed (1981),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thief (1981),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
This Is Elvis (1981),1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
True Confessions (1981),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Revolution #9 (2001),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
